100.0,0.0 0.0,0.0
100.0,0.0 0.0,0.0
106.9,2.1876275473 0.0,0.0
106.66,2.47938438706 0.0,0.0
113.34,4.1236500574 0.0,0.0
113.04,4.51735880933 0.0,0.0
119.6,5.07494847667 0.0,0.0
119.5,5.51158334967 0.58,1.4155117341
126.68,5.58949451915 0.0,0.0
125.82,6.42599948551 3.16,3.93498178301
135.62,5.99281883182 0.0,0.0
135.76,5.50161386341 10.12,3.96741832471
145.44,8.86672292959 0.0,0.0
145.68,7.15553161219 18.84,4.17162426155
156.54,10.2762059226 0.0,0.0
152.84,8.96787918869 25.74,5.59449437813
169.72,11.2830738322 0.0,0.0
163.76,8.53697838817 32.88,4.96370500201
185.4,13.9956261389 0.0,0.0
171.88,10.6227326512 41.24,5.61543063571
206.42,16.688123603 0.0,0.0
184.3,13.7577436451 50.7,7.09196153172
222.7,17.4803096223 0.0,0.0
194.72,12.8349649992 60.22,7.02558008354
249.4,18.4457284475 0.0,0.0
201.76,12.5820734153 67.9,6.81010653517
290.1,27.4845039829 0.0,0.0
212.1,11.6308000672 75.82,5.9305160322
339.36,26.1602284206 0.0,0.0
223.26,15.6254763193 85.22,7.53844567967
401.66,33.119209544 0.0,0.0
238.36,13.0411593325 97.06,6.94999632947
511.84,46.2704383963 0.0,0.0
248.72,13.3554850002 105.9,7.05155938753
673.96,58.1602150292 0.0,0.0
259.08,14.8060109139 115.6,7.74860092704
1018.02,94.4084677108 0.0,0.0
274.52,12.3275698981 128.5,5.79672673294
1996.58,214.423773621 0.0,0.0
292.98,16.3837774419 142.64,8.10834792806
